n_server,dist_wait,dist_serve,priority,preempt,avg_waiting_time,avg_system_time,avg_utilization
1,expovariate,hyperexponential,False,False,9.21547346822623,10.128537088573013,0.0007065221156008168
1,expovariate,hyperexponential,False,False,12.510579305557336,13.442613145550208,0.0007870879646345881
1,expovariate,hyperexponential,False,False,7.428990535992573,8.342469167929238,0.0008380064960209205
1,expovariate,hyperexponential,False,False,7.8801966181164165,8.785252401510114,0.000659438758318928
1,expovariate,hyperexponential,False,False,8.988398702286398,9.903006340042458,0.0006425507876079732
1,expovariate,hyperexponential,False,False,7.682087334252194,8.589276761802363,0.0007228799776611226
2,expovariate,hyperexponential,False,False,4.302604321566858,5.226175171395388,0.0008083496558327736
2,expovariate,hyperexponential,False,False,5.325211448963742,6.244120357591735,0.0006769204825287715
2,expovariate,hyperexponential,False,False,3.481722390461036,4.397236943516866,0.0008488102232280704
2,expovariate,hyperexponential,False,False,3.705598838003935,4.622558816891432,0.0007586399335084009
2,expovariate,hyperexponential,False,False,4.427029638226984,5.345712474270044,0.0007270976508404023
2,expovariate,hyperexponential,False,False,4.42781109628934,5.350743102255347,0.0008205820434339701
2,expovariate,hyperexponential,False,False,3.8207481443651568,4.736314038181789,0.0008454939012782111
2,expovariate,hyperexponential,False,False,4.268078896470762,5.177295227527577,0.0007099634431036386
2,expovariate,hyperexponential,False,False,5.151283632229299,6.070858470768122,0.0006860918178795857
2,expovariate,hyperexponential,False,False,3.699825914128687,4.605091890626027,0.0007385987386867199
4,expovariate,hyperexponential,False,False,2.0644981164553196,2.9850546168910834,0.0007946984160829822
4,expovariate,hyperexponential,False,False,2.808373502742358,3.7322111594552863,0.0007210424496819738
4,expovariate,hyperexponential,False,False,1.762556359995009,2.6712101088886153,0.0008340194998733577
4,expovariate,hyperexponential,False,False,2.078625730161694,2.9961372096048056,0.0007599014025890822
4,expovariate,hyperexponential,False,False,2.0577624595302506,2.9771008238999603,0.0007440319571470582
4,expovariate,hyperexponential,False,False,2.1698558316367564,3.0890367207762566,0.0008363101777200751
4,expovariate,hyperexponential,False,False,1.9759493881235353,2.892479366905817,0.0008482722870559172
4,expovariate,hyperexponential,False,False,2.1214550772659537,3.0354116183436313,0.0007428892842627077
4,expovariate,hyperexponential,False,False,2.0620306867819056,2.9749954500568054,0.0007237238110588881
4,expovariate,hyperexponential,False,False,1.7844180569555466,2.6907365967396966,0.0007470295952093526
1,expovariate,expovariate,True,True,0.3728250206583377,1.1450326514015565,0.0006156263410478944
1,expovariate,expovariate,True,True,0.35346024644972646,1.1261436121067874,0.0006011531616338789
1,expovariate,expovariate,True,True,0.37816190779230496,1.1586230630143775,0.0006776292221302365
1,expovariate,expovariate,True,True,0.3593012119749737,1.1374668876313292,0.0005913578447674107
1,expovariate,expovariate,True,True,0.3586481653007371,1.1305632523726243,0.000722084129544858
1,expovariate,expovariate,True,True,0.3728973692787532,1.1551075641451185,0.0006711810022244409
1,expovariate,expovariate,True,True,0.36669934429444534,1.1364303498513135,0.0007026055982937881
1,expovariate,expovariate,True,True,0.36642345342293264,1.1383970866246491,0.0007823754587692537
1,expovariate,expovariate,True,True,0.3504388342256596,1.1254685110300928,0.0007591417664250633
1,expovariate,expovariate,True,True,0.3657127771660015,1.149090622855214,0.0005982352860653622
2,expovariate,expovariate,True,True,0.21399545238127413,1.0304024687382038,0.0006707893867627619
2,expovariate,expovariate,True,True,0.2147099453626944,1.0199859616950853,0.0006610188807725993
2,expovariate,expovariate,True,True,0.21812335946766753,1.0375892035375098,0.0007102701052795026
2,expovariate,expovariate,True,True,0.21711241176128912,1.0263176088857182,0.0006602966701527734
2,expovariate,expovariate,True,True,0.21722171376318394,1.0350934688440663,0.0007453912232985915
2,expovariate,expovariate,True,True,0.2150949571523418,1.0312671085751808,0.0007601788338540043
2,expovariate,expovariate,True,True,0.21583007060508408,1.0290438119097405,0.0007846704773358546
2,expovariate,expovariate,True,True,0.21288185297807058,1.0298513460307672,0.0007693473215482428
2,expovariate,expovariate,True,True,0.21701836612327055,1.0251486230210327,0.0007931656517534921
2,expovariate,expovariate,True,True,0.21520429565177765,1.0402361170318375,0.0006681646643483543
4,expovariate,expovariate,True,True,0.16284000984414856,1.0075537115485012,0.0007088198899858836
4,expovariate,expovariate,True,True,0.16395707226768114,1.004351802502688,0.0007062040848585948
4,expovariate,expovariate,True,True,0.16411081851189366,1.0101165377257406,0.0007490623403970708
4,expovariate,expovariate,True,True,0.15898526838473293,0.9994273353091875,0.000718689559426495
4,expovariate,expovariate,True,True,0.15889998607290964,1.000402462955347,0.0007415358900266761
4,expovariate,expovariate,True,True,0.16182958929033853,1.010520005759418,0.0007704415409781828
4,expovariate,expovariate,True,True,0.16015951011262083,1.0078566688404482,0.0007816068546192025
4,expovariate,expovariate,True,True,0.1636510737066978,1.0072008882855799,0.0007535797709648149
4,expovariate,expovariate,True,True,0.1648477462558442,1.0064951953250472,0.0007626752979916795
4,expovariate,expovariate,True,True,0.16190962120901148,1.007782950529068,0.0006919674618898934
1,expovariate,lognormal,True,True,0.37418606307172925,1.1747267966155117,0.0007044351868783691
1,expovariate,lognormal,True,True,0.3747103176384056,1.1615021799287388,0.0006058543260716579
1,expovariate,lognormal,True,True,0.3599969431357023,1.1419831632385384,0.0007614950553344368
1,expovariate,lognormal,True,True,0.38225179640423984,1.1702688116768991,0.0007847560493114859
1,expovariate,lognormal,True,True,0.3587616305909885,1.1372348821768514,0.0006306865192814497
1,expovariate,lognormal,True,True,0.38914192736667075,1.1806013757072051,0.0006695413407263324
1,expovariate,lognormal,True,True,0.39605130609472955,1.2127883366249257,0.0007457703124773037
1,expovariate,lognormal,True,True,0.3786676964036344,1.1666563011465751,0.000714909216768954
1,expovariate,lognormal,True,True,0.38917851969527645,1.1806200539605605,0.000701222383374513
1,expovariate,lognormal,True,True,0.3668673590870842,1.1461914163764155,0.0006858557147009788
2,expovariate,lognormal,True,True,0.20766399395808835,1.0389367032023837,0.0007783247561326715
2,expovariate,lognormal,True,True,0.21166719656423205,1.0495932612857946,0.0006474651431938616
2,expovariate,lognormal,True,True,0.2058030383228994,1.0294597803361625,0.0007478499593924795
2,expovariate,lognormal,True,True,0.2104253510881357,1.037910091651844,0.0007909372155663001
2,expovariate,lognormal,True,True,0.20982372724697745,1.0259086988724548,0.0006285213478974131
2,expovariate,lognormal,True,True,0.20710831950404734,1.02260458240831,0.0006943186682088093
2,expovariate,lognormal,True,True,0.20866243107517862,1.0333254446170312,0.0009237525451522185
2,expovariate,lognormal,True,True,0.2113502186826109,1.0300623154565967,0.0007006753618172217
2,expovariate,lognormal,True,True,0.21240016213357826,1.0324676867299527,0.000801514570401966
2,expovariate,lognormal,True,True,0.21526952800523438,1.0371601750977304,0.0007342137696599253
4,expovariate,lognormal,True,True,0.15493804197684433,1.0123739416055944,0.0007823155347406188
4,expovariate,lognormal,True,True,0.15440981313395533,1.007134198894284,0.0006797729314757301
4,expovariate,lognormal,True,True,0.15340273676869023,1.0032843055234135,0.0007492356352855387
4,expovariate,lognormal,True,True,0.1539203583971816,1.0098153662688767,0.0008312269748051381
4,expovariate,lognormal,True,True,0.15340736606775374,1.0139792144045254,0.000730294554949733
4,expovariate,lognormal,True,True,0.15245701959939972,1.0114810421563543,0.0007488146902032084
4,expovariate,lognormal,True,True,0.15594484486483565,1.0060103896971404,0.0008684931430364857
4,expovariate,lognormal,True,True,0.1555620155228076,1.0021938180071588,0.000741391644252927
4,expovariate,lognormal,True,True,0.15489407296974825,1.0116920463589378,0.0008153941889345856
4,expovariate,lognormal,True,True,0.1557528884207018,1.0147210340847663,0.000745976896630278
