method,run,samples,area,mean_area
latin_hypercube,59,40000,1.5076,1.5181280000000001
latin_hypercube,60,40000,1.4952,1.5181280000000001
latin_hypercube,61,40000,1.5088,1.5181280000000001
latin_hypercube,62,40000,1.4952,1.5181280000000001
latin_hypercube,63,40000,1.526,1.5181280000000001
latin_hypercube,64,40000,1.5208,1.5181280000000001
latin_hypercube,65,40000,1.5096,1.5181280000000001
latin_hypercube,66,40000,1.4812,1.5181280000000001
latin_hypercube,67,40000,1.5092,1.5181280000000001
latin_hypercube,68,40000,1.5076,1.5181280000000001
latin_hypercube,69,40000,1.4996,1.5181280000000001
latin_hypercube,70,40000,1.5172,1.5181280000000001
latin_hypercube,71,40000,1.4988,1.5181280000000001
latin_hypercube,72,40000,1.5156,1.5181280000000001
latin_hypercube,73,40000,1.5092,1.5181280000000001
latin_hypercube,74,40000,1.5184,1.5181280000000001
latin_hypercube,75,40000,1.5124,1.5181280000000001
latin_hypercube,76,40000,1.5016,1.5181280000000001
latin_hypercube,77,40000,1.5048,1.5181280000000001
latin_hypercube,78,40000,1.5344,1.5181280000000001
latin_hypercube,79,40000,1.53,1.5181280000000001
latin_hypercube,80,40000,1.5332,1.5181280000000001
latin_hypercube,81,40000,1.5252,1.5181280000000001
latin_hypercube,82,40000,1.5508,1.5181280000000001
latin_hypercube,83,40000,1.512,1.5181280000000001
latin_hypercube,84,40000,1.5172,1.5181280000000001
latin_hypercube,85,40000,1.4912,1.5181280000000001
latin_hypercube,86,40000,1.51,1.5181280000000001
latin_hypercube,87,40000,1.5148,1.5181280000000001
latin_hypercube,88,40000,1.5396,1.5181280000000001
latin_hypercube,89,40000,1.5176,1.5181280000000001
latin_hypercube,90,40000,1.4932,1.5181280000000001
latin_hypercube,91,40000,1.5272,1.5181280000000001
latin_hypercube,92,40000,1.502,1.5181280000000001
latin_hypercube,93,40000,1.5132,1.5181280000000001
latin_hypercube,94,40000,1.5292,1.5181280000000001
latin_hypercube,95,40000,1.5072,1.5181280000000001
latin_hypercube,96,40000,1.5248,1.5181280000000001
latin_hypercube,97,40000,1.5184,1.5181280000000001
latin_hypercube,98,40000,1.506,1.5181280000000001
latin_hypercube,99,40000,1.5236,1.5181280000000001
latin_hypercube,100,40000,1.53,1.5181280000000001
orthogonal,1,40000,1.5208,1.51988
orthogonal,2,40000,1.5172,1.51988
orthogonal,3,40000,1.5164,1.51988
orthogonal,4,40000,1.5228,1.51988
orthogonal,5,40000,1.5216,1.51988
orthogonal,6,40000,1.5152,1.51988
orthogonal,7,40000,1.5204,1.51988
orthogonal,8,40000,1.5192,1.51988
orthogonal,9,40000,1.5232,1.51988
orthogonal,10,40000,1.5232,1.51988
orthogonal,11,40000,1.5172,1.51988
orthogonal,12,40000,1.5236,1.51988
orthogonal,13,40000,1.5148,1.51988
orthogonal,14,40000,1.5188,1.51988
orthogonal,15,40000,1.522,1.51988
orthogonal,16,40000,1.5164,1.51988
orthogonal,17,40000,1.51,1.51988
orthogonal,18,40000,1.5176,1.51988
orthogonal,19,40000,1.5092,1.51988
orthogonal,20,40000,1.5144,1.51988
orthogonal,21,40000,1.52,1.51988
orthogonal,22,40000,1.5256,1.51988
orthogonal,23,40000,1.5172,1.51988
orthogonal,24,40000,1.516,1.51988
orthogonal,25,40000,1.5212,1.51988
orthogonal,26,40000,1.5216,1.51988
orthogonal,27,40000,1.5264,1.51988
orthogonal,28,40000,1.518,1.51988
orthogonal,29,40000,1.518,1.51988
orthogonal,30,40000,1.5244,1.51988
orthogonal,31,40000,1.5252,1.51988
orthogonal,32,40000,1.5216,1.51988
orthogonal,33,40000,1.5244,1.51988
orthogonal,34,40000,1.5288,1.51988
orthogonal,35,40000,1.5164,1.51988
orthogonal,36,40000,1.52,1.51988
orthogonal,37,40000,1.5192,1.51988
orthogonal,38,40000,1.514,1.51988
orthogonal,39,40000,1.522,1.51988
orthogonal,40,40000,1.5184,1.51988
orthogonal,41,40000,1.522,1.51988
orthogonal,42,40000,1.52,1.51988
orthogonal,43,40000,1.5164,1.51988
orthogonal,44,40000,1.518,1.51988
orthogonal,45,40000,1.5176,1.51988
orthogonal,46,40000,1.5212,1.51988
orthogonal,47,40000,1.5192,1.51988
orthogonal,48,40000,1.5128,1.51988
orthogonal,49,40000,1.514,1.51988
orthogonal,50,40000,1.5196,1.51988
orthogonal,51,40000,1.5248,1.51988
orthogonal,52,40000,1.5248,1.51988
orthogonal,53,40000,1.5172,1.51988
orthogonal,54,40000,1.518,1.51988
orthogonal,55,40000,1.5184,1.51988
orthogonal,56,40000,1.5168,1.51988
orthogonal,57,40000,1.5232,1.51988
orthogonal,58,40000,1.5184,1.51988
orthogonal,59,40000,1.516,1.51988
orthogonal,60,40000,1.5204,1.51988
orthogonal,61,40000,1.52,1.51988
orthogonal,62,40000,1.524,1.51988
orthogonal,63,40000,1.528,1.51988
orthogonal,64,40000,1.5208,1.51988
orthogonal,65,40000,1.5208,1.51988
orthogonal,66,40000,1.5216,1.51988
orthogonal,67,40000,1.524,1.51988
orthogonal,68,40000,1.522,1.51988
orthogonal,69,40000,1.5244,1.51988
orthogonal,70,40000,1.5204,1.51988
orthogonal,71,40000,1.5152,1.51988
orthogonal,72,40000,1.5224,1.51988
orthogonal,73,40000,1.5204,1.51988
orthogonal,74,40000,1.518,1.51988
orthogonal,75,40000,1.5236,1.51988
orthogonal,76,40000,1.5172,1.51988
orthogonal,77,40000,1.5212,1.51988
orthogonal,78,40000,1.5212,1.51988
orthogonal,79,40000,1.5196,1.51988
orthogonal,80,40000,1.522,1.51988
orthogonal,81,40000,1.516,1.51988
orthogonal,82,40000,1.52,1.51988
orthogonal,83,40000,1.5236,1.51988
orthogonal,84,40000,1.528,1.51988
orthogonal,85,40000,1.516,1.51988
orthogonal,86,40000,1.5268,1.51988
orthogonal,87,40000,1.5124,1.51988
orthogonal,88,40000,1.526,1.51988
orthogonal,89,40000,1.5144,1.51988
orthogonal,90,40000,1.5176,1.51988
orthogonal,91,40000,1.5224,1.51988
orthogonal,92,40000,1.526,1.51988
orthogonal,93,40000,1.5132,1.51988
orthogonal,94,40000,1.5204,1.51988
orthogonal,95,40000,1.5196,1.51988
orthogonal,96,40000,1.5176,1.51988
orthogonal,97,40000,1.5212,1.51988
orthogonal,98,40000,1.5128,1.51988
orthogonal,99,40000,1.524,1.51988
orthogonal,100,40000,1.522,1.51988
orthogonal_circle,1,40000,1.5194312869087039,1.5187699816551232
orthogonal_circle,2,40000,1.5227299591949732,1.5187699816551232
orthogonal_circle,3,40000,1.5200596054394218,1.5187699816551232
orthogonal_circle,4,40000,1.5208450036028194,1.5187699816551232
orthogonal_circle,5,40000,1.5199025258067425,1.5187699816551232
orthogonal_circle,6,40000,1.5192742072760244,1.5187699816551232
orthogonal_circle,7,40000,1.5219445610315758,1.5187699816551232
orthogonal_circle,8,40000,1.518174649847268,1.5187699816551232
orthogonal_circle,9,40000,1.5180175702145886,1.5187699816551232
orthogonal_circle,10,40000,1.5214733221335373,1.5187699816551232
orthogonal_circle,11,40000,1.5194312869087039,1.5187699816551232
orthogonal_circle,12,40000,1.5211591628681782,1.5187699816551232
orthogonal_circle,13,40000,1.5214733221335373,1.5187699816551232
orthogonal_circle,14,40000,1.521787481398896,1.5187699816551232
orthogonal_circle,15,40000,1.5180175702145886,1.5187699816551232
orthogonal_circle,16,40000,1.5175463313165498,1.5187699816551232
orthogonal_circle,17,40000,1.5224157999296142,1.5187699816551232
orthogonal_circle,18,40000,1.5175463313165498,1.5187699816551232
orthogonal_circle,19,40000,1.5173892516838705,1.5187699816551232
orthogonal_circle,20,40000,1.5183317294799474,1.5187699816551232
orthogonal_circle,21,40000,1.5173892516838705,1.5187699816551232
orthogonal_circle,22,40000,1.518488809112627,1.5187699816551232
orthogonal_circle,23,40000,1.5213162425008577,1.5187699816551232
orthogonal_circle,24,40000,1.5161326146224345,1.5187699816551232
orthogonal_circle,25,40000,1.5183317294799474,1.5187699816551232
orthogonal_circle,26,40000,1.521787481398896,1.5187699816551232
orthogonal_circle,27,40000,1.5131481016015242,1.5187699816551232
orthogonal_circle,28,40000,1.518488809112627,1.5187699816551232
orthogonal_circle,29,40000,1.5183317294799474,1.5187699816551232
orthogonal_circle,30,40000,1.5195883665413834,1.5187699816551232
orthogonal_circle,31,40000,1.518802968377986,1.5187699816551232
orthogonal_circle,32,40000,1.5203737647047808,1.5187699816551232
orthogonal_circle,33,40000,1.5170750924185115,1.5187699816551232
orthogonal_circle,34,40000,1.5148759775609986,1.5187699816551232
orthogonal_circle,35,40000,1.5197454461740627,1.5187699816551232
orthogonal_circle,36,40000,1.5192742072760244,1.5187699816551232
orthogonal_circle,37,40000,1.515975534989755,1.5187699816551232
orthogonal_circle,38,40000,1.5178604905819089,1.5187699816551232
orthogonal_circle,39,40000,1.5221016406642551,1.5187699816551232
orthogonal_circle,40,40000,1.519117127643345,1.5187699816551232
orthogonal_circle,41,40000,1.5173892516838705,1.5187699816551232
orthogonal_circle,42,40000,1.5189600480106653,1.5187699816551232
orthogonal_circle,43,40000,1.5219445610315758,1.5187699816551232
orthogonal_circle,44,40000,1.518174649847268,1.5187699816551232
orthogonal_circle,45,40000,1.516603853520473,1.5187699816551232
orthogonal_circle,46,40000,1.5194312869087039,1.5187699816551232
orthogonal_circle,47,40000,1.517232172051191,1.5187699816551232
orthogonal_circle,48,40000,1.5200596054394218,1.5187699816551232
orthogonal_circle,49,40000,1.5180175702145886,1.5187699816551232
orthogonal_circle,50,40000,1.5148759775609986,1.5187699816551232
orthogonal_circle,51,40000,1.5155042960917167,1.5187699816551232
orthogonal_circle,52,40000,1.5208450036028194,1.5187699816551232
orthogonal_circle,53,40000,1.5142476590302807,1.5187699816551232
orthogonal_circle,54,40000,1.517232172051191,1.5187699816551232
orthogonal_circle,55,40000,1.518174649847268,1.5187699816551232
orthogonal_circle,56,40000,1.5225728795622937,1.5187699816551232
orthogonal_circle,57,40000,1.5164467738877936,1.5187699816551232
orthogonal_circle,58,40000,1.5195883665413834,1.5187699816551232
orthogonal_circle,59,40000,1.5175463313165498,1.5187699816551232
orthogonal_circle,60,40000,1.515033057193678,1.5187699816551232
orthogonal_circle,61,40000,1.5238295166237297,1.5187699816551232
orthogonal_circle,62,40000,1.5175463313165498,1.5187699816551232
orthogonal_circle,63,40000,1.5158184553570757,1.5187699816551232
orthogonal_circle,64,40000,1.516603853520473,1.5187699816551232
orthogonal_circle,65,40000,1.516289694255114,1.5187699816551232
orthogonal_circle,66,40000,1.5173892516838705,1.5187699816551232
orthogonal_circle,67,40000,1.5213162425008577,1.5187699816551232
orthogonal_circle,68,40000,1.5155042960917167,1.5187699816551232
orthogonal_circle,69,40000,1.5224157999296142,1.5187699816551232
orthogonal_circle,70,40000,1.5140905793976012,1.5187699816551232
orthogonal_circle,71,40000,1.5195883665413834,1.5187699816551232
orthogonal_circle,72,40000,1.5199025258067425,1.5187699816551232
orthogonal_circle,73,40000,1.5202166850721013,1.5187699816551232
orthogonal_circle,74,40000,1.516289694255114,1.5187699816551232
orthogonal_circle,75,40000,1.5228870388276525,1.5187699816551232
orthogonal_circle,76,40000,1.5147188979283193,1.5187699816551232
orthogonal_circle,77,40000,1.5177034109492296,1.5187699816551232
orthogonal_circle,78,40000,1.5200596054394218,1.5187699816551232
orthogonal_circle,79,40000,1.5195883665413834,1.5187699816551232
orthogonal_circle,80,40000,1.5164467738877936,1.5187699816551232
orthogonal_circle,81,40000,1.5205308443374603,1.5187699816551232
orthogonal_circle,82,40000,1.517232172051191,1.5187699816551232
orthogonal_circle,83,40000,1.5189600480106653,1.5187699816551232
orthogonal_circle,84,40000,1.518802968377986,1.5187699816551232
orthogonal_circle,85,40000,1.5203737647047808,1.5187699816551232
orthogonal_circle,86,40000,1.516603853520473,1.5187699816551232
orthogonal_circle,87,40000,1.517232172051191,1.5187699816551232
orthogonal_circle,88,40000,1.518802968377986,1.5187699816551232
orthogonal_circle,89,40000,1.5199025258067425,1.5187699816551232
orthogonal_circle,90,40000,1.5232011980930116,1.5187699816551232
orthogonal_circle,91,40000,1.5175463313165498,1.5187699816551232
orthogonal_circle,92,40000,1.5206879239701399,1.5187699816551232
orthogonal_circle,93,40000,1.5199025258067425,1.5187699816551232
orthogonal_circle,94,40000,1.5224157999296142,1.5187699816551232
orthogonal_circle,95,40000,1.518802968377986,1.5187699816551232
orthogonal_circle,96,40000,1.5173892516838705,1.5187699816551232
orthogonal_circle,97,40000,1.5210020832354987,1.5187699816551232
orthogonal_circle,98,40000,1.518488809112627,1.5187699816551232
orthogonal_circle,99,40000,1.5183317294799474,1.5187699816551232
orthogonal_circle,100,40000,1.5175463313165498,1.5187699816551232
