method,num_samples,run,iterations,area
orthogonal_circle,10000,1,100,1.5519467708733583
orthogonal_circle,10000,2,100,1.5513184523426402
orthogonal_circle,10000,3,100,1.5651414600184352
orthogonal_circle,10000,4,100,1.5343538520132554
orthogonal_circle,10000,5,100,1.5481768596890504
orthogonal_circle,10000,6,100,1.540637037320435
orthogonal_circle,10000,7,100,1.5494334967504866
orthogonal_circle,10000,8,100,1.5519467708733583
orthogonal_circle,10000,9,100,1.5494334967504866
orthogonal_circle,10000,10,100,1.5488051782197685
orthogonal_circle,10000,11,100,1.5299556222982298
orthogonal_circle,10000,12,100,1.5387520817282812
orthogonal_circle,10000,13,100,1.5437786299740248
orthogonal_circle,10000,14,100,1.5488051782197685
orthogonal_circle,10000,15,100,1.5594865932419737
orthogonal_circle,10000,16,100,1.5469202226276146
orthogonal_circle,10000,17,100,1.5494334967504866
orthogonal_circle,10000,18,100,1.5481768596890504
orthogonal_circle,10000,19,100,1.5450352670354606
orthogonal_circle,10000,20,100,1.540637037320435
orthogonal_circle,10000,21,100,1.555716682057666
orthogonal_circle,10000,22,100,1.5425219929125888
orthogonal_circle,10000,23,100,1.5500618152812042
orthogonal_circle,10000,24,100,1.5356104890746913
orthogonal_circle,10000,25,100,1.5425219929125888
orthogonal_circle,10000,26,100,1.5613715488341278
orthogonal_circle,10000,27,100,1.5437786299740248
orthogonal_circle,10000,28,100,1.5444069485047427
orthogonal_circle,10000,29,100,1.5469202226276146
orthogonal_circle,10000,30,100,1.5400087187897171
orthogonal_circle,10000,31,100,1.5469202226276146
orthogonal_circle,10000,32,100,1.5462919040968965
orthogonal_circle,10000,33,100,1.5513184523426402
orthogonal_circle,10000,34,100,1.555088363526948
orthogonal_circle,10000,35,100,1.541893674381871
orthogonal_circle,10000,36,100,1.5488051782197685
orthogonal_circle,10000,37,100,1.539380400258999
orthogonal_circle,10000,38,100,1.5481768596890504
orthogonal_circle,10000,39,100,1.540637037320435
orthogonal_circle,10000,40,100,1.541893674381871
orthogonal_circle,10000,41,100,1.5475485411583325
orthogonal_circle,10000,42,100,1.5400087187897171
orthogonal_circle,10000,43,100,1.5475485411583325
orthogonal_circle,10000,44,100,1.5431503114433067
orthogonal_circle,10000,45,100,1.540637037320435
orthogonal_circle,10000,46,100,1.5412653558511529
orthogonal_circle,10000,47,100,1.5437786299740248
